URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,,,,,,,,,,,
blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,65,21,0.5116279010275826,0.094818081,10.654320987654321,0.4820393974507532,4.454544154,10.654320987654321,416,860,2.6513002364066196,11,6.969767441860465,,,,,,,,,,,
blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,25,0,0.9999999600000016,0.077399381,13.727272727272727,0.5496688741721855,5.710776640577965,13.727272727272727,166,302,2.78,0,7.298013245033113,,,,,,,,,,,
blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,80,39,0.3445378122307747,0.14819427129739193,117.125,0.43329775880469584,47.023319103521885,117.125,406,937,2.435114503816794,15,6.456776947705443,,,,,,,,,,,
blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,17,0,0.999999941,0.040189125,9.044444444444444,0.542997543,3.8349767949767952,9.044444444444444,221,405,2.6699751861042182,0,7.217283950617284,,,,,,,,,,,
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,14,6,0.39999998,0.04576659,9.853658536585366,0.5668316831683168,4.168196087901474,9.853658536585366,229,404,2.738035264483627,0,7.698019801980198,,,,,,,,,,,
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,0,3,-0.999999667,0.030612245,15.428571428571429,0.5092592592592593,6.375132275132276,15.428571428571429,55,108,2.5233644859813085,2,7.175925925925926,,,,,,,,,,,
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,24,69,-0.483870963,0.11411042930783996,13.310344827586206,0.5025906735751295,5.525174200464535,13.310344827586206,388,767,2.548941798941799,2,6.8852672750977835,,,,,,,,,,,
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,17,15,0.062499998,0.074941452,12.625,0.4430693069306931,5.227227722772278,12.625,179,403,2.498714652956298,3,6.625310173697271,,,,,,,,,,,
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,55,38,0.18279569695918607,0.091087169,10.615384615384615,0.4472049689440994,4.425035833731486,10.615384615384615,432,961,2.538784067085954,9,6.811654526534859,,,,,,,,,,,
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,39,3,0.8571428367346944,0.11023622018310704,8.177777777777777,0.529891304,3.4830676328502417,8.177777777777777,195,368,2.5939226519337018,4,7.081521739130435,,,,,,,,,,,
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,5,1,0.6666665555555741,0.026431717945234724,13.294117647058824,0.39823008849557523,5.476939094,13.294117647058824,90,226,2.4133333333333336,0,6.384955752212389,,,,,,,,,,,
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,22,7,0.5172413614744358,0.061965812,12.914285714285715,0.4557522123893805,5.348015170670038,12.914285714285715,206,450,2.417233560090703,4,6.453333333333333,,,,,,,,,,,
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,13,8,0.23809522675737013,0.067961165,13.238095238095237,0.4712230215827338,5.483727303871189,13.238095238095237,131,277,2.728937728937729,1,7.003610108303249,,,,,,,,,,,
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,15,8,0.3043478128544429,0.11734693817680134,6.892857142857143,0.5025906735751295,2.9581791265729094,6.892857142857143,97,190,2.7253886010362693,0,7.278947368421052,,,,,,,,,,,
blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,5,0,0.9999998,0.05,9.1,0.5604395604395604,3.864175824175824,9.1,51,91,2.7142857142857144,2,7.516483516483516,,,,,,,,,,,
blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,23,37,-0.233333329,0.13043478232514177,7.781818181818182,0.37383177570093457,3.262259983007647,7.781818181818182,160,420,2.339578454332553,13,6.328571428571428,,,,,,,,,,,
blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,9,2,0.636363579,0.10891089001078327,10.4,0.4423076923076923,4.336923076923077,10.4,46,103,2.378640776699029,1,6.398058252427185,,,,,,,,,,,
blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,33,10,0.5348837084910766,0.099767981,10.075,0.5880893300248139,4.265235732009926,10.075,237,402,2.878787878787879,0,7.527363184079602,,,,,,,,,,,
blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,1,7,-0.749999906,0.10526315650969531,10,0.425,4.170000000000001,10,34,78,2.282051282051282,4,6.358974358974359,,,,,,,,,,,
blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,9,25,-0.470588221,0.195402298,9.55,0.41361256544502617,3.985445026178011,9.55,79,182,2.3842105263157896,5,6.587912087912088,,,,,,,,,,,
blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,26,46,-0.277777774,0.068311195,13.04054054054054,0.5326424870466321,5.429273211034869,13.04054054054054,514,964,2.7658688865764827,16,7.465767634854772,,,,,,,,,,,
blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,41,23,0.2812499956054688,0.073732719,12.661971830985916,0.407119021,5.227636340848204,12.661971830985916,366,891,2.465675057208238,18,6.519640852974186,,,,,,,,,,,
blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,33,26,0.11864406578569381,0.065921788,11.855072463768115,0.4119804400977995,4.906821161546366,11.855072463768115,337,815,2.419597989949749,16,6.492024539877301,,,,,,,,,,,
blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,23,5,0.64285712,0.066985646,5.8059701492537314,0.442159383,2.4992518129148604,5.8059701492537314,172,380,2.4485488126649075,0,6.623684210526315,,,,,,,,,,,
blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,42,8,0.6799999864000003,0.071942446,11.672413793103448,0.4401772525849335,4.8450364182753525,11.672413793103448,298,674,2.4062968515742127,4,6.510385756676558,,,,,,,,,,,
blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,Error processing URL_ID blackassign0036: 404 Client Error: Not Found for url: https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,,,,,,,,,,,
blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,42,15,0.47368420221606666,0.058641975248310725,13.514705882352942,0.50054407,5.606099980797542,13.514705882352942,460,915,2.6681367144432193,7,6.916939890710383,,,,,,,,,,,
blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,22,70,-0.521739125,0.17424242391241965,7.271428571428571,0.4518664047151277,3.08931799,7.271428571428571,230,503,2.4586614173228347,11,6.618290258449304,,,,,,,,,,,
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,55,22,0.42857142300556594,0.13139931718191242,7.794520547945205,0.34797891036906853,3.256999783,7.794520547945205,198,564,2.2397868561278864,5,6.278368794326241,,,,,,,,,,,
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,22,32,-0.185185182,0.089256198,12.382978723404255,0.3470790378006873,5.092023104481978,12.382978723404255,202,581,2.217857142857143,0,6.215146299483649,,,,,,,,,,,
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,22,21,0.023255813412655504,0.06505295,8.955882352941176,0.5024630541871922,3.783338162851347,8.955882352941176,306,605,2.6533333333333333,6,7.229752066115703,,,,,,,,,,,
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,21,73,-0.553191483,0.17216117184585866,8.030303030303031,0.45849056603773586,3.3955174385363067,8.030303030303031,243,522,2.4488636363636362,13,6.607279693,,,,,,,,,,,
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,20,11,0.29032257127991706,0.080310881,10.647058823529411,0.4447513812154696,4.436724081897952,10.647058823529411,161,361,2.363112391930836,5,6.520775623268698,,,,,,,,,,,
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,8,6,0.14285713265306196,0.081871345,14.545454545454545,0.40625,5.980681818181818,14.545454545454545,65,160,2.423076923076923,0,6.61875,,,,,,,,,,,
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,25,17,0.1904761859410432,0.091503268,18,0.4583333333333333,7.383333333333333,18,198,432,2.5364705882352943,0,7.020833333333333,,,,,,,,,,,
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,21,29,-0.159999997,0.069541029,11.741379310344827,0.461086637,4.880986379057168,11.741379310344827,314,677,2.486404833836858,5,6.779911373707534,,,,,,,,,,,
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,34,11,0.5111110997530867,0.017475728148553117,8.634538152610443,0.3902325581395349,3.6099082842999914,8.634538152610443,839,2148,2.3353783231083844,0,6.2192737430167595,,,,,,,,,,,
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,35,42,-0.09090909,0.081309398,10.964285714285714,0.48534201954397393,4.579851093531875,10.964285714285714,447,916,2.5521064301552108,10,6.9115720524017465,,,,,,,,,,,
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,Error processing URL_ID blackassign0049: 404 Client Error: Not Found for url: https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,,,,,,,,,,,
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,3,1,0.49999987500003124,0.05479452,10.714285714285714,0.4,4.445714285714286,10.714285714285714,30,74,2.4583333333333335,2,6.391891891891892,,,,,,,,,,,
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,28,4,0.7499999765625008,0.062622309,12.657894736842104,0.44282744282744285,5.240288871867819,12.657894736842104,213,478,2.3795309168443497,1,6.433054393305439,,,,,,,,,,,
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,34,34,0,0.076749436,7.771186440677966,0.44601962922573607,3.286882427961481,7.771186440677966,409,907,2.4956043956043956,5,6.821389195148842,,,,,,,,,,,
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,52,15,0.5522387977277792,0.067882472,10.883720930232558,0.47863247863247865,4.544941363546015,10.883720930232558,448,932,2.4820065430752454,5,6.768240343,,,,,,,,,,,
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,30,34,-0.062499999,0.10272873177732146,12.893617021276595,0.42244224422442245,5.326423706200408,12.893617021276595,256,600,2.4594594594594597,3,6.691666666666666,,,,,,,,,,,
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,16,44,-0.466666659,0.055096419,13.662162162162161,0.47181008902077154,5.653588900473173,13.662162162162161,477,1011,2.6677350427350426,1,6.976261127596439,,,,,,,,,,,
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,16,40,-0.428571421,0.098939929,10.89795918367347,0.4550561797752809,4.541206145,10.89795918367347,243,534,2.5444015444015444,3,6.837078651685394,,,,,,,,,,,
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,36,48,-0.142857141,0.13104524160523362,8.819444444444445,0.4503937007874016,3.7079352580927387,8.819444444444445,286,629,2.4660347551342814,27,6.607313196,,,,,,,,,,,
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,24,27,-0.058823528,0.091726619,16.243243243243242,0.45757071547420963,6.680325583,16.243243243243242,275,599,2.5311973018549745,12,6.702838063439065,,,,,,,,,,,
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,16,38,-0.4074074,0.069230769,11.370967741935484,0.47375886524822697,4.737890642873484,11.370967741935484,334,702,2.735338345864662,2,7.2905982905982905,,,,,,,,,,,
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,4,3,0.1428571224489825,0.072164948,11,0.40404040404040403,4.561616161616162,11,40,98,2.4086021505376345,2,6.183673469387755,,,,,,,,,,,
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,28,46,-0.24324324,0.11562499981933594,10.288135593220339,0.4299835255354201,4.287247647502304,10.288135593220339,261,603,2.3794266441821246,11,6.537313432835821,,,,,,,,,,,
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,8,24,-0.499999984,0.076190476,10.911764705882353,0.444743935,4.542603456476931,10.911764705882353,165,366,2.5542521994134897,4,6.729508196721311,,,,,,,,,,,
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,28,54,-0.317073167,0.1240544627472701,12.442307692307692,0.48377125193199383,5.170431577695875,12.442307692307692,313,647,2.610675039246468,2,7.071097372488408,,,,,,,,,,,
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,21,34,-0.236363632,0.1043643261776768,13.05,0.4482758620689655,5.399310344827587,13.05,234,521,2.4274661508704063,5,6.560460653,,,,,,,,,,,
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,1,0,0.9999990000010001,0.008695652,19.6,0.5102040816326531,8.044081632653063,19.6,50,98,2.326530612244898,0,6.775510204081633,,,,,,,,,,,
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,13,3,0.6249999609375024,0.051118211,10.166666666666666,0.3704918032786885,4.214863387978142,10.166666666666666,113,302,2.318936877076412,3,6.377483443708609,,,,,,,,,,,
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,29,52,-0.283950614,0.1480804384861418,15.212121212121213,0.4900398406374502,6.280864421103466,15.212121212121213,246,502,2.589795918367347,3,7.143426294820717,,,,,,,,,,,
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,29,24,0.094339621,0.1651090337535544,10.96774193548387,0.27647058823529413,4.497685009487666,10.96774193548387,94,338,2.1335311572700295,37,5.887573964497041,,,,,,,,,,,
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,5,36,-0.756097543,0.063565891,11.86,0.47554806070826305,4.934219224283305,11.86,282,593,2.5606326889279436,0,7.059021922428331,,,,,,,,,,,
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,13,29,-0.380952372,0.072413793,10.788461538461538,0.49910873440285203,4.5150281091457565,10.788461538461538,280,559,2.6010733452593917,0,7.173524150268336,,,,,,,,,,,
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,25,51,-0.342105259,0.11532625172181145,11.666666666666666,0.48739495798319327,4.8616246498599445,11.666666666666666,290,594,2.5760683760683762,1,7.084175084175084,,,,,,,,,,,
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,16,21,-0.135135131,0.083333333,12.885714285714286,0.458980044,5.337877732024074,12.885714285714286,207,450,2.443207126948775,7,6.777777777777778,,,,,,,,,,,
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,48,47,0.010526316,0.10650224203306924,11.432432432432432,0.43617021276595747,4.747441058079356,11.432432432432432,369,842,2.4452554744525545,2,6.584323040380047,,,,,,,,,,,
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,21,39,-0.299999995,0.063291139,12.680555555555555,0.4709748083242059,5.260612145551905,12.680555555555555,430,913,2.5642857142857145,2,6.637458926615553,,,,,,,,,,,
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,25,25,0,0.12224938845415798,18.84,0.23991507430997877,7.631966029723992,18.84,113,471,2.0089086859688194,42,5.486199575,,,,,,,,,,,
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,36,65,-0.28712871,0.094040968,14.26086956521739,0.4695121951219512,5.892152704135737,14.26086956521739,462,982,2.5494276795005204,7,7.0285132382892055,,,,,,,,,,,
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,33,52,-0.223529409,0.13343799037136894,8.181818181818182,0.36984126984126986,3.420663780663781,8.181818181818182,233,621,2.303514376996805,7,6.173913043478261,,,,,,,,,,,
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,8,14,-0.27272726,0.099547511,9.95,0.47738693467336685,4.170954773869346,9.95,95,199,2.7527472527472527,1,7.326633165829146,,,,,,,,,,,
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,46,91,-0.328467151,0.094287681,13.739583333333334,0.4488248673237301,5.675363280262825,13.739583333333334,592,1316,2.445063694267516,6,6.698328267477204,,,,,,,,,,,
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,34,64,-0.306122446,0.1424418602580787,11.84375,0.36015831134564646,4.881563324538259,11.84375,273,751,2.2410119840213047,34,6.1118508655126496,,,,,,,,,,,
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33,66,-0.33333333,0.094827586,9.969387755,0.44319344933469806,4.165032481774696,9.969387755,433,973,2.465240642,12,6.549845837615622,,,,,,,,,,,
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,40,78,-0.322033896,0.11523437488746642,13.038461538461538,0.4631268436578171,5.400635352847742,13.038461538461538,471,1015,2.513595166163142,7,6.758620689655173,,,,,,,,,,,
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,20,41,-0.344262289,0.099025974,10.436363636363636,0.44076655052264807,4.350852074754513,10.436363636363636,253,570,2.5386064030131825,7,6.585964912280701,,,,,,,,,,,
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,57,17,0.5405405332359388,0.067518248,15.838709677419354,0.5071283095723014,6.538335194796662,15.838709677419354,498,980,2.6691022964509394,2,7.158163265306122,,,,,,,,,,,
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,16,24,-0.199999995,0.077972709,14.65625,0.4541577825159915,6.044163113006397,14.65625,213,468,2.5267857142857144,3,6.767094017094017,,,,,,,,,,,
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,35,83,-0.406779658,0.14390243884889947,12.426229508196721,0.46174142480211083,5.155188373199533,12.426229508196721,350,754,2.589115646258503,6,6.9190981432360745,,,,,,,,,,,
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,8,17,-0.359999986,0.14792899320752076,10.133333333333333,0.4868421052631579,4.248070175438596,10.133333333333333,74,151,2.5328947368421053,2,7.105960264900662,,,,,,,,,,,
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,5,6,-0.090909083,0.03514377,11.52,0.4652777777777778,4.794111111111111,11.52,134,287,2.6339622641509433,1,6.7979094076655056,,,,,,,,,,,
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,23,57,-0.424999995,0.073327223,19.862745098039216,0.4136229022704837,8.1105472,19.862745098039216,419,1013,2.6724667349027635,2,7.014807502467917,,,,,,,,,,,
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,82,32,0.4385964873807326,0.10555555545781892,13.972222222222221,0.47713717693836977,5.779743759664237,13.972222222222221,480,1001,2.538306451612903,0,6.949050949050949,,,,,,,,,,,
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,27,22,0.10204081424406503,0.057377049,11.952380952380953,0.4714475431606906,4.969531398216658,11.952380952380953,355,751,2.6387362637362637,6,7.021304926764314,,,,,,,,,,,
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,26,19,0.1555555520987655,0.10158013521088005,15.37037037037037,0.5831325301204819,6.381401160196341,15.37037037037037,242,415,2.801955990220049,0,7.474698795180723,,,,,,,,,,,
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,7,10,-0.176470578,0.072033898,17.454545454545453,0.515625,7.188068181818181,17.454545454545453,99,191,2.763157894736842,4,7.178010471204188,,,,,,,,,,,
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,6,7,-0.076923071,0.070652174,11.75,0.31382978723404253,4.825531914893617,11.75,59,187,2.1774193548387095,7,5.957219251336898,,,,,,,,,,,
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0,16,-0.999999938,0.074766355,12.533333333333333,0.5319148936170213,5.226099290780142,12.533333333333333,100,188,2.6815642458100557,4,7.180851063829787,,,,,,,,,,,
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,4,7,-0.272727248,0.07051282,13.4,0.3880597014925373,5.5152238805970155,13.4,52,134,2.4596774193548385,3,6.231343283582089,,,,,,,,,,,
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,5,11,-0.374999977,0.11851851764060357,8.3125,0.5639097744360902,3.5505639097744366,8.3125,75,133,2.7593984962406015,6,7.225563909774436,,,,,,,,,,,
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,8,3,0.4545454132231443,0.081481481,7.2,0.3888888888888889,3.035555555555556,7.2,42,108,2.595744680851064,0,6.425925925925926,,,,,,,,,,,
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,14,51,-0.56923076,0.11607142836415817,11,0.43042671614100186,4.572170686456401,11,232,539,2.448,0,6.486085343228201,,,,,,,,,,,
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,5,20,-0.599999976,0.096525096,15,0.41568627450980394,6.166274509803922,15,106,252,2.3983739837398375,3,6.515873015873016,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
